trial_number,timestamp,objective_value,epochs,prop_epochs,lr,prop_lr,batch_size,embedding_k,gamma,G,verbose,test_ratio,unbiased_test_ratio,seed,save_results,beta,bmse_weight,ece_weight,n_bins,ECE,BMSE,DR_Bias,DR_Variance,MSE,MAE
29,2025-07-28 20:17:09,,150,100,0.01,0.005,256,4,0.1,1,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.20033520460128784,1.1907007694244385,0.00043423165334388614,1.171677195088705e-05,0.03182997182011604,0.1299169361591339
30,2025-07-28 20:19:17,,150,100,0.005,0.05,128,4,0.01,8,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.200693741440773,1.488222360610962,0.0038088704459369183,2.4228138499893248e-05,0.03568471223115921,0.1359652578830719
31,2025-07-28 20:20:37,,150,100,0.05,0.001,128,4,0.1,2,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.196160227060318,1.0512628555297852,0.0006710370071232319,9.077399226953276e-06,0.03181275725364685,0.1327674239873886
32,2025-07-28 20:21:56,,150,100,0.05,0.001,128,4,0.1,2,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.19675233960151672,1.058721661567688,0.0009184944210574031,9.793919161893427e-06,0.03254290297627449,0.1333639770746231
33,2025-07-28 20:23:06,,150,100,0.1,0.01,128,4,0.1,2,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.1964685320854187,1.0952212810516357,0.009624461643397808,2.328746995772235e-05,0.06798812747001648,0.1920122504234314
34,2025-07-28 20:24:19,,150,100,0.05,0.001,128,4,0.1,2,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.19313406944274902,0.9229148030281067,0.0031574734020978212,7.722382179053966e-06,0.03009515069425106,0.1288030594587326
35,2025-07-28 20:28:09,,150,100,0.005,0.005,64,32,0.2,10,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.2207900583744049,5.395910263061523,0.2374669462442398,0.00021956917771603912,0.15432403981685638,0.3023374080657959
36,2025-07-28 20:32:19,,150,100,0.001,0.01,128,16,0.1,2,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.1991674154996872,1.329328179359436,0.003555446630343795,3.207015834050253e-05,0.09725143015384674,0.2355126440525055
37,2025-07-28 20:33:30,,150,100,0.1,0.001,128,8,0.1,6,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.1976199448108673,1.1333032846450806,0.005670680198818445,2.2442218323703855e-05,0.0709109827876091,0.19604438543319702
38,2025-07-28 20:35:26,,150,100,0.05,0.05,64,4,0.01,4,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.22226914763450623,3.884389638900757,0.03178373724222183,6.621050124522299e-05,0.045229360461235046,0.15645544230937958
39,2025-07-28 20:36:23,,150,100,0.05,0.1,256,32,0.05,10,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.2606979012489319,12841751552.0,3207.182373046875,118046.1328125,0.09812065213918686,0.23456035554409027
40,2025-07-28 20:39:32,,150,100,0.01,0.001,64,16,0.2,8,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.20322445034980774,1.4292519092559814,0.012103208340704441,2.7877313186763786e-05,0.0703851506114006,0.19654498994350433
41,2025-07-28 20:40:40,,150,100,0.05,0.001,128,4,0.1,2,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.19910839200019836,1.153188943862915,0.0013130918378010392,9.98032555799e-06,0.03131905570626259,0.13164381682872772
42,2025-07-28 20:41:49,,150,100,0.05,0.001,128,4,0.1,2,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.19550974667072296,1.0141905546188354,0.0002598772116471082,8.73574026627466e-06,0.03138820827007294,0.13156843185424805
43,2025-07-28 20:43:01,,150,100,0.05,0.001,128,4,0.1,2,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.19564327597618103,1.0153003931045532,0.0008512053173035383,9.180856977764051e-06,0.03194793313741684,0.13273212313652039
44,2025-07-28 20:44:12,,150,100,0.05,0.001,128,4,0.1,2,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.19746415317058563,1.1015533208847046,0.0001762132451403886,9.383166798215825e-06,0.031621430069208145,0.13151590526103973
45,2025-07-28 20:48:22,,150,100,0.001,0.001,128,4,0.1,1,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.19626933336257935,0.98866868019104,0.0035104502458125353,8.984141459222883e-06,0.03142897039651871,0.12969620525836945
46,2025-07-28 20:49:42,,150,100,0.05,0.05,128,4,0.1,2,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.20244140923023224,1.462679386138916,0.00435500405728817,1.2103811059205327e-05,0.030445920303463936,0.12995323538780212
47,2025-07-28 20:50:53,,150,100,0.05,0.001,128,4,0.05,4,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.1971965879201889,1.0707950592041016,0.001351850340142846,8.790785614110064e-06,0.030002543702721596,0.12846185266971588
48,2025-07-28 20:52:08,,150,100,0.05,0.05,128,8,0.1,1,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.19777683913707733,2.8664660453796387,0.017702506855130196,2.914918150054291e-05,0.058971114456653595,0.1789165437221527
49,2025-07-28 20:54:47,,150,100,0.005,0.1,64,4,0.1,10,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.2383853942155838,57.734169006347656,0.04285317659378052,0.0002018871600739658,0.023454375565052032,0.11498062312602997
50,2025-07-28 20:56:05,,150,100,0.1,0.005,256,32,0.01,8,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.19464106857776642,1.2061238288879395,0.0030126941855996847,4.446289312909357e-05,0.14988914132118225,0.29504138231277466
51,2025-07-28 20:57:15,,150,100,0.05,0.001,128,4,0.05,4,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.19717423617839813,1.0115902423858643,0.0023596358951181173,8.824363249004818e-06,0.029641730710864067,0.12757320702075958
52,2025-07-28 20:58:28,,150,100,0.05,0.001,128,4,0.05,4,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.19814813137054443,1.066077709197998,0.0004292814410291612,9.467591553402599e-06,0.03079395741224289,0.13037043809890747
53,2025-07-28 20:59:38,,150,100,0.05,0.001,128,4,0.05,4,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.19743800163269043,1.0643999576568604,0.001008240389637649,9.139012945524883e-06,0.030858920887112617,0.1305193156003952
54,2025-07-28 21:00:48,,150,100,0.05,0.001,128,4,0.05,4,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.19555695354938507,1.0212571620941162,7.902473589638248e-05,9.10010112420423e-06,0.0317801758646965,0.1327272206544876
55,2025-07-28 21:01:56,,150,100,0.05,0.05,128,4,0.05,2,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.21196044981479645,2.4375967979431152,0.018467362970113754,3.051127350772731e-05,0.03441360965371132,0.13660164177417755
56,2025-07-28 21:02:56,,150,100,0.05,0.001,128,4,0.1,8,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.19471707940101624,1.0015021562576294,0.0003828024782706052,7.436449777742382e-06,0.027464954182505608,0.1249765157699585
57,2025-07-28 21:04:01,,150,100,0.01,0.05,256,16,0.1,8,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.20586183667182922,3.3386573791503906,0.05860797315835953,0.00014147846377454698,0.09428123384714127,0.22941754758358002
58,2025-07-28 21:06:51,,150,100,0.001,0.01,128,4,0.1,8,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.20097361505031586,1.1147148609161377,0.0019387995125725865,7.531735718657728e-06,0.022516142576932907,0.11382202804088593
59,2025-07-28 21:09:43,,150,100,0.001,0.01,128,4,0.1,8,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.19228878617286682,0.9390377998352051,0.006478150840848684,4.960161277267616e-06,0.02218002825975418,0.11235537379980087
60,2025-07-28 21:11:33,,150,100,0.001,0.01,256,4,0.1,8,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.19752605259418488,1.0283225774765015,0.003599558025598526,6.30650083621731e-06,0.022306272760033607,0.11164919286966324
61,2025-07-28 21:13:34,,150,100,0.001,0.01,256,4,0.1,8,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.18840466439723969,0.8489862084388733,0.004347489681094885,4.635980076272972e-06,0.02260059490799904,0.11245641857385635
62,2025-07-28 21:15:20,,150,100,0.001,0.01,256,4,0.1,8,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.19530881941318512,0.9313754439353943,0.0041836341843008995,6.428942015190842e-06,0.023815780878067017,0.11466912180185318
63,2025-07-28 21:17:18,,150,100,0.001,0.01,256,4,0.1,8,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.1912139654159546,0.8226512670516968,0.006617844570428133,4.983335657016141e-06,0.023207752034068108,0.11361928284168243
64,2025-07-28 21:19:10,,150,100,0.001,0.01,256,4,0.1,8,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.19836725294589996,0.9840258955955505,0.006187927909195423,6.120427769928938e-06,0.022435879334807396,0.11213038861751556
65,2025-07-28 21:20:57,,150,100,0.001,0.01,256,4,0.1,8,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.19559720158576965,0.9877616167068481,0.0040981764905154705,6.450033197324956e-06,0.024293312802910805,0.11608799546957016
66,2025-07-28 21:23:25,,150,100,0.001,0.01,256,8,0.1,8,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.21035099029541016,1.7463066577911377,0.008596685715019703,2.430271342745982e-05,0.044483643025159836,0.15572355687618256
67,2025-07-28 21:25:13,,150,100,0.001,0.01,256,4,0.1,8,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.2017935812473297,1.1124054193496704,0.0045480867847800255,7.953251952130813e-06,0.024313276633620262,0.11619327962398529
68,2025-07-28 21:26:54,,150,100,0.001,0.01,256,4,0.1,8,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.20281508564949036,1.2066218852996826,0.0002686544321477413,8.066785994742531e-06,0.02220151014626026,0.11095289140939713
69,2025-07-28 21:28:47,,150,100,0.001,0.01,256,4,0.1,8,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.20136915147304535,1.1229463815689087,0.0025560506619513035,7.73535793996416e-06,0.022848377004265785,0.11318332701921463
70,2025-07-28 21:32:23,,150,100,0.001,0.01,256,32,0.2,8,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.19643285870552063,1.6676676273345947,0.034842684864997864,5.382503513828851e-05,0.14340108633041382,0.291100412607193
71,2025-07-28 21:34:18,,150,100,0.001,0.01,256,4,0.1,8,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.19739550352096558,1.0072320699691772,0.004236569628119469,6.610005584661849e-06,0.023897692561149597,0.11530868709087372
72,2025-07-28 21:36:09,,150,100,0.001,0.01,256,4,0.1,8,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.19938924908638,1.0460888147354126,0.0002954229130409658,7.55559085519053e-06,0.023723434656858444,0.11492660641670227
73,2025-07-28 21:38:04,,150,100,0.001,0.01,256,4,0.1,8,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.19475984573364258,0.8835331201553345,0.005187467206269503,6.305641363724135e-06,0.024540778249502182,0.11629360914230347
74,2025-07-28 21:39:54,,150,100,0.001,0.01,256,4,0.1,8,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.2047138214111328,1.2357763051986694,0.001035060384310782,9.68187305261381e-06,0.02416473813354969,0.11636316776275635
75,2025-07-28 21:41:53,,150,100,0.001,0.01,256,4,0.1,6,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.2001289576292038,1.1491901874542236,0.0026742189656943083,6.955011031095637e-06,0.022697504609823227,0.11338043957948685
76,2025-07-28 21:43:46,,150,100,0.001,0.01,256,4,0.1,1,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.19780415296554565,0.9779404401779175,0.005022585857659578,9.764924470800906e-06,0.0325237400829792,0.13220880925655365
77,2025-07-28 21:46:38,,150,100,0.001,0.01,256,16,0.1,8,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.20420776307582855,1.5672729015350342,0.02227410301566124,4.1504372347844765e-05,0.08324834704399109,0.215035080909729
78,2025-07-28 21:48:28,,150,100,0.001,0.01,256,4,0.1,8,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.1960621178150177,1.0205358266830444,0.005479653365910053,6.194744401000207e-06,0.023626631125807762,0.11549758166074753
79,2025-07-28 21:50:07,,150,100,0.001,0.01,256,4,0.1,8,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.19986604154109955,1.083233118057251,0.004218661226332188,7.3316973612236325e-06,0.023135555908083916,0.1138511523604393
80,2025-07-28 21:52:14,,150,100,0.001,0.01,256,8,0.1,1,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.20133738219738007,1.2765815258026123,0.0022772105876356363,2.103547922160942e-05,0.058988407254219055,0.178738072514534
81,2025-07-28 21:53:49,,150,100,0.001,0.01,256,4,0.1,8,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.19633962213993073,1.0754121541976929,0.005874971393495798,6.09154221820063e-06,0.021632101386785507,0.11046087741851807
82,2025-07-28 21:55:29,,150,100,0.001,0.01,256,4,0.1,8,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.1940796673297882,0.9199883937835693,0.005489591043442488,5.240479822532507e-06,0.021468594670295715,0.11014809459447861
83,2025-07-28 21:56:59,,150,100,0.001,0.01,256,4,0.1,8,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.1946936398744583,0.8639129400253296,0.005237167701125145,5.664989657816477e-06,0.022627193480730057,0.11207929998636246
84,2025-07-28 21:58:39,,150,100,0.001,0.01,256,4,0.1,8,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.1925252377986908,0.9053006172180176,0.00777940358966589,5.268438144412357e-06,0.023968582972884178,0.11576634645462036
85,2025-07-28 22:01:16,,150,100,0.001,0.01,64,4,0.2,8,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.18974906206130981,0.7521982789039612,0.006256005261093378,5.171381417312659e-06,0.024210728704929352,0.11489792913198471
86,2025-07-28 22:03:47,,150,100,0.001,0.1,64,4,0.2,8,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.21292944252490997,9.187576293945312,0.044902604073286057,8.526531746610999e-05,0.022476976737380028,0.11061406880617142
87,2025-07-28 22:05:34,,150,100,0.005,0.01,64,4,0.2,10,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.17766986787319183,0.7423912882804871,0.008898424915969372,1.4181877304508816e-05,0.06927556544542313,0.1870475560426712
88,2025-07-28 22:08:31,,150,100,0.1,0.005,64,32,0.2,6,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.20118601620197296,2.635444164276123,0.09860184043645859,0.0001417809835402295,0.26860129833221436,0.41984742879867554
89,2025-07-28 22:10:46,,150,100,0.01,0.01,64,4,0.2,1,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.20441429316997528,1.4192105531692505,0.0021162512712180614,1.1024344530596863e-05,0.027696728706359863,0.12274029105901718
90,2025-07-28 22:13:25,,150,100,0.001,0.05,64,4,0.2,8,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.21066634356975555,3.4715523719787598,0.003958736080676317,3.246151391067542e-05,0.022758901119232178,0.11052647978067398
91,2025-07-28 22:14:56,,150,100,0.001,0.01,256,4,0.1,8,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.19720003008842468,0.9616844654083252,0.004924803506582975,6.163188118080143e-06,0.022975793108344078,0.11311591416597366
92,2025-07-28 22:16:30,,150,100,0.001,0.01,256,4,0.1,8,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.19729863107204437,0.9704796075820923,0.007656637113541365,6.047850547474809e-06,0.023326626047492027,0.11329379677772522
93,2025-07-28 22:18:06,,150,100,0.001,0.01,256,4,0.1,8,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.18910524249076843,0.8500746488571167,0.005480195861309767,4.03392368752975e-06,0.019687823951244354,0.10581577569246292
94,2025-07-28 22:19:53,,150,100,0.001,0.01,256,4,0.1,8,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.19951142370700836,1.15211820602417,0.005337387789040804,7.691090104344767e-06,0.023921748623251915,0.11481795459985733
95,2025-07-28 22:24:09,,150,100,0.001,0.01,64,16,0.1,8,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.21358145773410797,2.4298176765441895,0.03373602032661438,6.170663255034015e-05,0.08092242479324341,0.2123105823993683
96,2025-07-28 22:25:30,,150,100,0.001,0.05,256,4,0.1,8,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.20855726301670074,1.8959283828735352,0.0051268539391458035,1.2310635611356702e-05,0.022811688482761383,0.11211126297712326
97,2025-07-28 22:26:53,,150,100,0.001,0.01,256,4,0.1,8,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.2027663290500641,1.2192316055297852,0.003441975452005863,7.169455784605816e-06,0.02188180759549141,0.11037986725568771
98,2025-07-28 22:27:59,,150,100,0.005,0.01,256,4,0.1,1,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.19714148342609406,1.0924679040908813,0.0008725368534214795,9.580790901964065e-06,0.031160317361354828,0.12849710881710052
99,2025-07-28 22:33:39,,150,100,0.001,0.05,64,4,0.01,8,False,0.2,0.2,2024,,1.0,1.0,10.0,10,0.22145798802375793,6.465943336486816,0.00313165201805532,0.00024775450583547354,0.03607207164168358,0.13811151683330536
