trial_number,timestamp,objective_value,epochs,prop_epochs,lr,prop_lr,batch_size,embedding_k,gamma,G,verbose,test_ratio,unbiased_test_ratio,seed,save_results,bmse_weight,beta,ece_weight,n_bins,ECE,BMSE,DR_Bias,DR_Variance,MSE,MAE
14,2025-07-29 02:47:49,,150,100,0.01,0.001,128,8,0.1,1,False,0.2,0.2,2024,,0.5,1.0,10.0,10,0.2248758226633072,5.583920955657959,0.035720743238925934,0.0002732953289523721,0.12332296371459961,0.2654673755168915
15,2025-07-29 02:50:56,,150,100,0.01,0.001,128,8,0.1,1,False,0.2,0.2,2024,,0.5,1.0,10.0,10,0.2238500565290451,5.188321113586426,0.03633445128798485,0.0002581009466666728,0.1253664642572403,0.2682146430015564
16,2025-07-29 02:52:19,,150,100,0.01,0.001,256,8,0.01,1,False,0.2,0.2,2024,,0.5,1.0,10.0,10,0.22465640306472778,4.349419593811035,0.02068481780588627,0.00027571237296797335,0.11966733634471893,0.2623330354690552
17,2025-07-29 02:53:48,,150,100,0.01,0.001,256,8,0.01,1,False,0.2,0.2,2024,,0.5,1.0,10.0,10,0.22336836159229279,4.042110919952393,0.0126262241974473,0.0002241977781523019,0.11672049760818481,0.2583587169647217
18,2025-07-29 02:55:11,,150,100,0.01,0.001,256,8,0.01,1,False,0.2,0.2,2024,,0.5,1.0,10.0,10,0.2238559126853943,4.158413887023926,0.017354533076286316,0.0002512146020308137,0.11815020442008972,0.2601145803928375
19,2025-07-29 02:56:12,,150,100,0.1,0.001,256,16,0.01,1,False,0.2,0.2,2024,,0.1,1.0,10.0,10,0.22523179650306702,7.60204553604126,0.06732866168022156,0.00046676184865646064,0.20163798332214355,0.3504217565059662
20,2025-07-29 02:59:05,,150,100,0.01,0.001,256,32,0.01,4,False,0.2,0.2,2024,,20,1.0,10.0,10,0.22408445179462433,15.765545845031738,0.2305404245853424,0.0007308835629373789,0.24588921666145325,0.40116599202156067
21,2025-07-29 03:00:30,,150,100,0.01,0.001,256,8,0.01,1,False,0.2,0.2,2024,,0.5,1.0,10.0,10,0.22433708608150482,4.20375394821167,0.023066077381372452,0.00028523075161501765,0.12076561897993088,0.2632920444011688
22,2025-07-29 03:01:54,,150,100,0.01,0.001,256,8,0.01,1,False,0.2,0.2,2024,,0.5,1.0,10.0,10,0.22373782098293304,4.1259765625,0.01487010158598423,0.00024014609516598284,0.11856251955032349,0.2601732015609741
23,2025-07-29 03:03:14,,150,100,0.01,0.001,256,8,0.01,1,False,0.2,0.2,2024,,0.5,1.0,10.0,10,0.2236478626728058,4.034728527069092,0.020524263381958008,0.00025523832300677896,0.11896613985300064,0.26083192229270935
24,2025-07-29 03:04:49,,150,100,0.01,0.001,256,8,0.01,10,False,0.2,0.2,2024,,5,1.0,10.0,10,0.22465023398399353,6.593085289001465,0.06685609370470047,0.0003507556102704257,0.11699703335762024,0.25414273142814636
25,2025-07-29 03:05:33,,150,100,0.01,0.05,256,8,0.01,1,False,0.2,0.2,2024,,15,1.0,10.0,10,0.24320723116397858,1794.566162109375,6.330099105834961,1.2105166912078857,0.23237693309783936,0.38534724712371826
26,2025-07-29 03:07:48,,150,100,0.001,0.01,256,8,0.01,1,False,0.2,0.2,2024,,0.5,1.0,10.0,10,0.22481071949005127,6.4750075340271,0.06974376738071442,0.0004157866642344743,0.11444316804409027,0.2511683702468872
27,2025-07-29 03:09:16,,150,100,0.01,0.001,256,8,0.2,1,False,0.2,0.2,2024,,0.5,1.0,10.0,10,0.22424285113811493,5.250718116760254,0.03094836138188839,0.00016566769045311958,0.095747210085392,0.2328002005815506
28,2025-07-29 03:11:03,,150,100,0.1,0.001,256,32,0.05,1,False,0.2,0.2,2024,,0.5,1.0,10.0,10,0.22383728623390198,9.012444496154785,0.09412403404712677,0.0005151437362655997,0.22964946925640106,0.379191517829895
29,2025-07-29 03:13:03,,150,100,0.01,0.001,256,16,0.01,10,False,0.2,0.2,2024,,0.5,1.0,10.0,10,0.22427262365818024,12.342336654663086,0.18582363426685333,0.0006995779112912714,0.21817971765995026,0.3649040758609772
30,2025-07-29 03:15:19,,150,100,0.01,0.01,256,8,0.01,4,False,0.2,0.2,2024,,0.1,1.0,10.0,10,0.2289704978466034,13.329334259033203,0.1406468003988266,0.0011501507833600044,0.16214771568775177,0.30446356534957886
31,2025-07-29 03:16:48,,150,100,0.01,0.001,256,8,0.01,1,False,0.2,0.2,2024,,0.5,1.0,10.0,10,0.2247401475906372,4.172207832336426,0.014335094019770622,0.0002671784604899585,0.11823228746652603,0.2602388858795166
32,2025-07-29 03:18:18,,150,100,0.01,0.001,256,8,0.01,1,False,0.2,0.2,2024,,0.5,1.0,10.0,10,0.2241639941930771,4.0963053703308105,0.013654246926307678,0.00024963472969830036,0.11851620674133301,0.2611618638038635
33,2025-07-29 03:18:59,,150,100,0.001,0.1,256,8,0.01,1,False,0.2,0.2,2024,,0.5,1.0,10.0,10,0.26096516847610474,11169577984.0,3718.590087890625,131886.28125,0.187346950173378,0.3440825343132019
34,2025-07-29 03:24:39,,150,100,0.01,0.001,64,8,0.01,8,False,0.2,0.2,2024,,0.5,1.0,10.0,10,0.22670163214206696,8.01047134399414,0.09006404876708984,0.0005358932539820671,0.15051846206188202,0.2898150086402893
35,2025-07-29 03:25:45,,150,100,0.01,0.1,256,4,0.2,1,False,0.2,0.2,2024,,5,1.0,10.0,10,0.23591594398021698,13100.1640625,13.054281234741211,108.40814971923828,0.07276731729507446,0.20433594286441803
36,2025-07-29 03:28:42,,150,100,0.1,0.001,64,8,0.05,1,False,0.2,0.2,2024,,15,1.0,10.0,10,0.22212614119052887,0.7783434987068176,0.041325315833091736,0.0001394821738358587,0.13327129185199738,0.28186842799186707
37,2025-07-29 03:30:32,,150,100,0.1,0.05,64,8,0.05,8,False,0.2,0.2,2024,,15,1.0,10.0,10,0.26096516847610474,3471394304.0,11954.068359375,147050.171875,0.15864519774913788,0.3071354329586029
38,2025-07-29 03:34:07,,150,100,0.1,0.001,64,16,0.05,1,False,0.2,0.2,2024,,15,1.0,10.0,10,0.22423392534255981,5.241286277770996,0.061006128787994385,0.000498386740218848,0.21476586163043976,0.3643350899219513
39,2025-07-29 03:36:17,,150,100,0.1,0.1,64,8,0.05,1,False,0.2,0.2,2024,,15,1.0,10.0,10,0.26096516847610474,519750688.0,18273.828125,156976.5,0.12396097928285599,0.27272412180900574
40,2025-07-29 03:38:21,,150,100,0.1,0.01,64,4,0.05,6,False,0.2,0.2,2024,,20,1.0,10.0,10,0.226249098777771,3.2909770011901855,0.043408069759607315,0.000684359751176089,0.11903508752584457,0.26381027698516846
41,2025-07-29 03:40:25,,150,100,0.1,0.01,64,4,0.05,6,False,0.2,0.2,2024,,20,1.0,10.0,10,0.23305155336856842,12.417348861694336,0.009476880542933941,0.002082178136333823,0.11857306957244873,0.2631809413433075
42,2025-07-29 03:42:22,,150,100,0.1,0.01,64,4,0.05,6,False,0.2,0.2,2024,,20,1.0,10.0,10,0.22707298398017883,3.4368155002593994,0.03732377290725708,0.0007317062118090689,0.11700987070798874,0.26143065094947815
43,2025-07-29 03:44:22,,150,100,0.1,0.01,64,4,0.05,6,False,0.2,0.2,2024,,20,1.0,10.0,10,0.2360834926366806,7.707716941833496,0.0002974967355839908,0.0017141321441158652,0.116314597427845,0.26091474294662476
44,2025-07-29 03:46:36,,150,100,0.1,0.01,64,4,0.05,6,False,0.2,0.2,2024,,20,1.0,10.0,10,0.2340339720249176,11.133767127990723,0.03863454982638359,0.0016836461145430803,0.12204624712467194,0.26701226830482483
45,2025-07-29 03:48:25,,150,100,0.1,0.01,64,4,0.05,6,False,0.2,0.2,2024,,20,1.0,10.0,10,0.22857874631881714,6.843073844909668,0.0373121052980423,0.0020832547452300787,0.12086205929517746,0.26528841257095337
46,2025-07-29 03:52:47,,150,100,0.005,0.01,64,4,0.05,6,False,0.2,0.2,2024,,1,1.0,10.0,10,0.2255612313747406,13.653873443603516,0.08779385685920715,0.0006074928096495569,0.08865252882242203,0.2159915268421173
47,2025-07-29 03:54:52,,150,100,0.05,0.01,64,4,0.05,6,False,0.2,0.2,2024,,20,1.0,10.0,10,0.24569734930992126,159.32501220703125,0.48663848638534546,0.05146966502070427,0.09451080858707428,0.23238234221935272
48,2025-07-29 03:57:18,,150,100,0.1,0.005,64,4,0.05,2,False,0.2,0.2,2024,,10,1.0,10.0,10,0.22351418435573578,0.6012842059135437,0.056022778153419495,9.320980461779982e-05,0.0958155021071434,0.23962734639644623
49,2025-07-29 03:59:35,,150,100,0.1,0.005,64,4,0.05,2,False,0.2,0.2,2024,,10,1.0,10.0,10,0.22992601990699768,1.3431581258773804,0.1111399456858635,0.00031105586094781756,0.09509653598070145,0.23859530687332153
50,2025-07-29 04:02:06,,150,100,0.1,0.005,64,4,0.05,2,False,0.2,0.2,2024,,10,1.0,10.0,10,0.21290557086467743,0.365514874458313,0.009310336783528328,4.207542588119395e-05,0.09458538144826889,0.2375720739364624
51,2025-07-29 04:04:23,,150,100,0.1,0.005,64,4,0.05,2,False,0.2,0.2,2024,,10,1.0,10.0,10,0.2277376353740692,1.1268502473831177,0.11306705325841904,0.00037743308348581195,0.09702140837907791,0.24108079075813293
52,2025-07-29 04:06:44,,150,100,0.1,0.005,64,4,0.05,2,False,0.2,0.2,2024,,10,1.0,10.0,10,0.22789186239242554,0.969149649143219,0.0917937159538269,0.00021825285512022674,0.0990915298461914,0.2433878779411316
53,2025-07-29 04:09:05,,150,100,0.1,0.005,64,4,0.05,2,False,0.2,0.2,2024,,10,1.0,10.0,10,0.23040366172790527,1.2220097780227661,0.13287945091724396,0.0003323914424981922,0.09435813128948212,0.23776298761367798
54,2025-07-29 04:11:35,,150,100,0.1,0.005,64,4,0.05,2,False,0.2,0.2,2024,,10,1.0,10.0,10,0.2287755161523819,1.1450409889221191,0.10256770253181458,0.0003416082472540438,0.09287922829389572,0.23632796108722687
55,2025-07-29 04:46:21,,150,100,0.1,0.005,64,4,0.05,2,False,0.2,0.2,2024,,10,1.0,10.0,10,0.2292008250951767,1.0741767883300781,0.10985314846038818,0.0003346345038153231,0.09223075211048126,0.23544955253601074
56,2025-07-29 07:21:56,,150,100,0.1,0.005,64,4,0.05,2,False,0.2,0.2,2024,,10,1.0,10.0,10,0.23190182447433472,1.3347437381744385,0.15669985115528107,0.0003372854844201356,0.0927656814455986,0.23619218170642853
57,2025-07-29 07:51:32,,150,100,0.1,0.005,64,4,0.05,2,False,0.2,0.2,2024,,10,1.0,10.0,10,0.2254461646080017,0.8662945032119751,0.07333458960056305,0.00027182564372196794,0.09721311926841736,0.24093225598335266
58,2025-07-29 11:09:44,,150,100,0.1,0.005,64,4,0.05,2,False,0.2,0.2,2024,,10,1.0,10.0,10,0.2300640493631363,1.3570284843444824,0.12217961251735687,0.0004280322464182973,0.0940745621919632,0.23747706413269043
59,2025-07-29 12:05:00,,150,100,0.005,0.005,64,4,0.05,2,False,0.2,0.2,2024,,10,1.0,10.0,10,0.22717928886413574,2.0501363277435303,0.004756032954901457,0.0004286546027287841,0.09339529275894165,0.23330862820148468
60,2025-07-29 12:13:04,,150,100,0.1,0.005,64,32,0.2,2,False,0.2,0.2,2024,,10,1.0,10.0,10,0.24772432446479797,1999.778564453125,7.115760326385498,0.4239192008972168,0.3621143102645874,0.5117400884628296
61,2025-07-29 12:17:44,,150,100,0.1,0.005,64,4,0.05,2,False,0.2,0.2,2024,,10,1.0,10.0,10,0.21825870871543884,0.528655469417572,0.03213955834507942,7.642033597221598e-05,0.09777417778968811,0.2412349432706833
62,2025-07-29 12:20:10,,150,100,0.1,0.005,64,4,0.05,2,False,0.2,0.2,2024,,10,1.0,10.0,10,0.22802896797657013,1.1795121431350708,0.12264738231897354,0.00024295297043863684,0.09398390352725983,0.23738393187522888
63,2025-07-29 12:22:49,,150,100,0.1,0.005,64,4,0.05,2,False,0.2,0.2,2024,,10,1.0,10.0,10,0.23499614000320435,1.5202521085739136,0.19071529805660248,0.00043225419358350337,0.09647519886493683,0.2404162734746933
64,2025-07-29 12:25:19,,150,100,0.1,0.005,64,4,0.05,2,False,0.2,0.2,2024,,10,1.0,10.0,10,0.2127922922372818,0.3552047908306122,0.013484501279890537,5.642263204208575e-05,0.09163609147071838,0.23415657877922058
65,2025-07-29 12:27:59,,150,100,0.05,0.005,64,4,0.05,2,False,0.2,0.2,2024,,10,1.0,10.0,10,0.23216696083545685,0.8791703581809998,0.18699952960014343,0.00018999278836417943,0.07500388473272324,0.21064499020576477
66,2025-07-29 12:29:27,,150,100,0.05,0.005,128,4,0.05,2,False,0.2,0.2,2024,,10,1.0,10.0,10,0.22998839616775513,1.0774167776107788,0.12498337775468826,0.00016969199350569397,0.07705319672822952,0.2128039002418518
67,2025-07-29 12:31:32,,150,100,0.05,0.005,64,16,0.1,2,False,0.2,0.2,2024,,10,1.0,10.0,10,0.22238382697105408,2.9509167671203613,0.026469916105270386,0.00040644139517098665,0.14213722944259644,0.28921523690223694
68,2025-07-29 12:34:18,,150,100,0.05,0.005,64,4,0.05,4,False,0.2,0.2,2024,,0.1,1.0,10.0,10,0.22116486728191376,4.814271926879883,0.0262127872556448,9.077374124899507e-05,0.05228056013584137,0.16871178150177002
69,2025-07-29 12:43:31,,150,100,0.001,0.005,64,32,0.05,2,False,0.2,0.2,2024,,1,1.0,10.0,10,0.25095194578170776,6547.8310546875,13.894488334655762,1.6277066469192505,0.22477878630161285,0.3844554126262665
70,2025-07-29 12:45:00,,150,100,0.05,0.05,64,4,0.2,10,False,0.2,0.2,2024,,10,1.0,10.0,10,0.2513183653354645,1977303.875,135.4420928955078,651.2532348632812,0.030229579657316208,0.1350226104259491
71,2025-07-29 12:47:24,,150,100,0.1,0.005,64,4,0.05,2,False,0.2,0.2,2024,,10,1.0,10.0,10,0.2268103063106537,1.0782350301742554,0.08470708131790161,0.00021314367768354714,0.09721706062555313,0.24115821719169617
72,2025-07-29 12:49:49,,150,100,0.1,0.005,64,4,0.05,2,False,0.2,0.2,2024,,10,1.0,10.0,10,0.21743369102478027,0.5310856103897095,0.049778472632169724,8.266957593150437e-05,0.09346339851617813,0.23691394925117493
73,2025-07-29 12:52:22,,150,100,0.1,0.005,64,4,0.05,2,False,0.2,0.2,2024,,15,1.0,10.0,10,0.2306669056415558,1.270336389541626,0.19312486052513123,0.0003545729268807918,0.09614882618188858,0.24117256700992584
74,2025-07-29 12:55:09,,150,100,0.1,0.005,64,4,0.05,2,False,0.2,0.2,2024,,10,1.0,10.0,10,0.22893057763576508,1.6296472549438477,0.14448177814483643,0.0002989343774970621,0.0950377881526947,0.23803938925266266
75,2025-07-29 12:57:56,,150,100,0.005,0.005,128,4,0.05,8,False,0.2,0.2,2024,,5,1.0,10.0,10,0.22118742763996124,5.707286357879639,0.0313338078558445,0.00017892487812787294,0.08431744575500488,0.2110365778207779
76,2025-07-29 13:00:18,,150,100,0.001,0.005,64,4,0.05,2,False,0.2,0.2,2024,,10,1.0,10.0,10,0.22472098469734192,18.037277221679688,0.31041306257247925,0.0009034282411448658,0.1901218593120575,0.3502284288406372
77,2025-07-29 13:02:11,,150,100,0.1,0.005,64,16,0.1,2,False,0.2,0.2,2024,,10,1.0,10.0,10,0.22649741172790527,24.61789894104004,0.4210309088230133,0.00232070148922503,0.32910966873168945,0.47879961133003235
78,2025-07-29 13:04:34,,150,100,0.05,0.005,64,4,0.05,2,False,0.2,0.2,2024,,15,1.0,10.0,10,0.21936087310314178,0.21335235238075256,0.04587412625551224,4.7883026127237827e-05,0.07970846444368362,0.21756374835968018
79,2025-07-29 13:06:05,,150,100,0.1,0.1,64,4,0.05,10,False,0.2,0.2,2024,,15,1.0,10.0,10,0.26096516847610474,5348866560.0,9467.2666015625,132187.625,0.15256474912166595,0.3012944161891937
81,2025-07-29 13:10:42,,150,100,0.05,0.005,64,4,0.05,2,False,0.2,0.2,2024,,15,1.0,10.0,10,0.22818171977996826,0.3651135265827179,0.13592134416103363,0.00011802071094280109,0.08033053576946259,0.21842294931411743
82,2025-07-29 13:12:56,,150,100,0.05,0.005,64,4,0.05,2,False,0.2,0.2,2024,,15,1.0,10.0,10,0.21904689073562622,0.17821767926216125,0.04736420512199402,4.1016621253220364e-05,0.08058228343725204,0.21865908801555634
83,2025-07-29 13:14:57,,150,100,0.05,0.005,64,4,0.05,2,False,0.2,0.2,2024,,15,1.0,10.0,10,0.22673645615577698,0.5767933130264282,0.151730015873909,0.00012650038115680218,0.08298736810684204,0.2220151573419571
84,2025-07-29 13:17:01,,150,100,0.05,0.005,64,4,0.05,2,False,0.2,0.2,2024,,15,1.0,10.0,10,0.22956857085227966,0.5508262515068054,0.12700051069259644,0.00013737007975578308,0.08184189349412918,0.2194957584142685
85,2025-07-29 13:19:15,,150,100,0.05,0.005,64,4,0.05,2,False,0.2,0.2,2024,,15,1.0,10.0,10,0.2228408306837082,0.27758291363716125,0.08132041990756989,5.8371042541693896e-05,0.07926914095878601,0.21730224788188934
86,2025-07-29 13:20:48,,150,100,0.05,0.005,128,4,0.2,2,False,0.2,0.2,2024,,15,1.0,10.0,10,0.22523479163646698,6.65582275390625,0.12192237377166748,0.0003731015312951058,0.10058354586362839,0.23980334401130676
87,2025-07-29 13:23:04,,150,100,0.05,0.005,64,4,0.05,2,False,0.2,0.2,2024,,15,1.0,10.0,10,0.2269829958677292,0.37960875034332275,0.12846137583255768,0.0001064630487235263,0.08018719404935837,0.21766358613967896
88,2025-07-29 13:25:17,,150,100,0.05,0.005,64,4,0.05,2,False,0.2,0.2,2024,,15,1.0,10.0,10,0.23945480585098267,1.0612796545028687,0.39474740624427795,0.0005168025963939726,0.08293379098176956,0.22155676782131195
89,2025-07-29 13:27:07,,150,100,0.05,0.005,64,4,0.05,2,False,0.2,0.2,2024,,15,1.0,10.0,10,0.22024518251419067,0.263210654258728,0.057098399847745895,6.198662595124915e-05,0.07858152687549591,0.21504205465316772
90,2025-07-29 13:29:39,,150,100,0.05,0.005,64,4,0.1,2,False,0.2,0.2,2024,,15,1.0,10.0,10,0.23551099002361298,2.827749490737915,0.17915433645248413,0.0005713331629522145,0.07962317764759064,0.21464017033576965
91,2025-07-29 13:31:58,,150,100,0.05,0.005,64,4,0.05,2,False,0.2,0.2,2024,,15,1.0,10.0,10,0.2238617241382599,0.33948755264282227,0.09430619329214096,7.517905760323629e-05,0.07858281582593918,0.2159861922264099
92,2025-07-29 13:34:13,,150,100,0.05,0.005,64,4,0.05,2,False,0.2,0.2,2024,,15,1.0,10.0,10,0.23108656704425812,0.6170967817306519,0.18070338666439056,0.0001711761869955808,0.08032140135765076,0.2183489054441452
93,2025-07-29 13:36:30,,150,100,0.05,0.005,64,4,0.05,2,False,0.2,0.2,2024,,15,1.0,10.0,10,0.2318480908870697,0.6248174905776978,0.18845559656620026,0.0001823416241677478,0.08087828010320663,0.21847586333751678
94,2025-07-29 13:39:12,,150,100,0.05,0.005,64,4,0.05,8,False,0.2,0.2,2024,,15,1.0,10.0,10,0.22582873702049255,6.074923515319824,0.08726594597101212,0.00038384474464692175,0.07843650877475739,0.20953571796417236
95,2025-07-29 13:41:20,,150,100,0.05,0.005,64,4,0.05,2,False,0.2,0.2,2024,,15,1.0,10.0,10,0.23350802063941956,0.7967879772186279,0.2403261959552765,0.00028795874095521867,0.08056953549385071,0.21797581017017365
96,2025-07-29 13:43:26,,150,100,0.05,0.005,64,4,0.05,2,False,0.2,0.2,2024,,15,1.0,10.0,10,0.2142842411994934,0.16790828108787537,0.01694117859005928,3.2242278393823653e-05,0.08016038686037064,0.21758918464183807
97,2025-07-29 13:45:08,,150,100,0.05,0.1,64,4,0.05,2,False,0.2,0.2,2024,,15,1.0,10.0,10,0.26096516847610474,292963744.0,19170.259765625,134313.46875,0.0871846154332161,0.2268092930316925
98,2025-07-29 13:47:04,,150,100,0.05,0.005,64,4,0.05,2,False,0.2,0.2,2024,,15,1.0,10.0,10,0.22235386073589325,0.3361698389053345,0.07476520538330078,6.265370029723272e-05,0.08024431020021439,0.21756964921951294
99,2025-07-29 13:49:00,,150,100,0.05,0.005,64,16,0.05,2,False,0.2,0.2,2024,,15,1.0,10.0,10,0.20988154411315918,0.7374823689460754,0.009499258361756802,0.0001183319982374087,0.139719620347023,0.28779909014701843
0,2025-07-29 18:25:50,,150,100,0.005,0.005,128,4,0.1,2,False,0.2,0.2,2024,,10,1.0,10.0,10,0.1373748481273651,0.04335669428110123,0.04362793639302254,4.004492893727729e-06,0.03663811832666397,0.1484047919511795
2,2025-07-29 18:33:06,,150,100,0.05,0.01,64,8,0.2,6,False,0.2,0.2,2024,,0.5,1.0,10.0,10,0.1289922147989273,0.15378321707248688,0.010465198196470737,6.652265710727079e-06,0.044330380856990814,0.15588705241680145
5,2025-07-29 18:37:49,,150,100,0.05,0.001,128,8,0.1,6,False,0.2,0.2,2024,,1,1.0,10.0,10,0.1332700401544571,0.15852980315685272,0.0005077676032669842,4.606256879924331e-06,0.03350303694605827,0.13469065725803375
6,2025-07-29 18:42:29,,150,100,0.005,0.05,128,8,0.05,1,False,0.2,0.2,2024,,0.1,1.0,10.0,10,0.14929954707622528,0.27905598282814026,0.0018417580286040902,1.2358950698398985e-05,0.03607802465558052,0.13567154109477997
7,2025-07-29 18:48:22,,150,100,0.005,0.05,64,8,0.1,4,False,0.2,0.2,2024,,5,1.0,10.0,10,0.1564318835735321,0.47350776195526123,0.05807461962103844,2.1832269339938648e-05,0.03393074497580528,0.13786301016807556
9,2025-07-29 18:51:45,,150,100,0.005,0.001,128,4,0.1,6,False,0.2,0.2,2024,,20,1.0,10.0,10,0.13271555304527283,0.16209450364112854,0.0026427144184708595,1.9876113128702855e-06,0.013761710375547409,0.08918985724449158
10,2025-07-29 19:03:01,,150,100,0.01,0.005,128,32,0.2,2,False,0.2,0.2,2024,,10,1.0,10.0,10,0.15140363574028015,0.25417986512184143,0.026646923273801804,3.434808604652062e-05,0.14144738018512726,0.2858857810497284
11,2025-07-29 19:07:23,,150,100,0.05,0.005,64,16,0.2,2,False,0.2,0.2,2024,,0.5,1.0,10.0,10,0.1225186139345169,0.1297382116317749,0.0016595263732597232,1.0686639143386856e-05,0.08818360418081284,0.22097431123256683
12,2025-07-29 19:10:43,,150,100,0.05,0.005,64,16,0.2,2,False,0.2,0.2,2024,,0.5,1.0,10.0,10,0.13608627021312714,0.18567457795143127,0.0030770949088037014,1.3836305697623175e-05,0.08805564790964127,0.2207748293876648
13,2025-07-29 19:15:36,,150,100,0.01,0.005,128,16,0.2,2,False,0.2,0.2,2024,,0.5,1.0,10.0,10,0.14377692341804504,0.23033717274665833,0.006800608243793249,1.3507272342394572e-05,0.06736581772565842,0.1906345933675766
14,2025-07-29 19:17:40,,150,100,0.1,0.005,256,32,0.1,2,False,0.2,0.2,2024,,10,1.0,10.0,10,0.13016164302825928,0.1946949064731598,0.00824365857988596,1.4824187928752508e-05,0.1257169395685196,0.2749565839767456
15,2025-07-29 19:21:13,,150,100,0.05,0.005,64,16,0.2,2,False,0.2,0.2,2024,,15,1.0,10.0,10,0.12035597860813141,0.05641176924109459,0.01657809689640999,1.0642162123986054e-05,0.0996411070227623,0.23947270214557648
16,2025-07-29 19:23:16,,150,100,0.05,0.005,128,4,0.01,1,False,0.2,0.2,2024,,15,1.0,10.0,10,0.1408344805240631,0.017622049897909164,0.06631811708211899,6.465152182499878e-06,0.061919987201690674,0.19203528761863708
17,2025-07-29 19:26:40,,150,100,0.005,0.005,128,4,0.01,1,False,0.2,0.2,2024,,15,1.0,10.0,10,0.14080020785331726,0.016257302835583687,0.06621583551168442,6.227632638911018e-06,0.061468712985515594,0.19206510484218597
18,2025-07-29 19:31:54,,150,100,0.001,0.005,128,4,0.01,1,False,0.2,0.2,2024,,15,1.0,10.0,10,0.14214569330215454,0.015684276819229126,0.06882614642381668,6.088589088903973e-06,0.06076495349407196,0.19056715071201324
19,2025-07-29 19:36:53,,150,100,0.001,0.001,128,4,0.01,1,False,0.2,0.2,2024,,15,1.0,10.0,10,0.13554422557353973,0.014722626656293869,0.05634716898202896,5.3878879953117575e-06,0.059687335044145584,0.1881706416606903
20,2025-07-29 19:42:17,,150,100,0.001,0.001,128,4,0.01,1,False,0.2,0.2,2024,,15,1.0,10.0,10,0.13620483875274658,0.014914912171661854,0.057049643248319626,5.459522071760148e-06,0.05964232608675957,0.1885482370853424
