trial_number,timestamp,objective_value,epochs,prop_epochs,lr,prop_lr,batch_size,embedding_k,gamma,G,verbose,test_ratio,unbiased_test_ratio,seed,save_results,beta,bmse_weight,ece_weight,n_bins,ECE,BMSE,DR_Bias,DR_Variance,MSE,MAE
26,2025-07-29 03:13:42,,150,100,0.05,0.05,64,8,0.1,10,False,0.2,0.2,2024,,0.1,1.0,10.0,10,0.22141578793525696,7.471246719360352,0.04908124357461929,0.00011039484525099397,0.051497504115104675,0.1705651432275772
27,2025-07-29 03:16:19,,150,100,0.05,0.05,64,8,0.1,10,False,0.2,0.2,2024,,0.1,1.0,10.0,10,0.21040093898773193,3.1843178272247314,0.009447026066482067,2.9918581276433542e-05,0.05185506120324135,0.17012545466423035
28,2025-07-29 03:21:48,,150,100,0.001,0.05,64,8,0.1,10,False,0.2,0.2,2024,,0.1,1.0,10.0,10,0.22831062972545624,21.222110748291016,0.21784080564975739,0.0005906777223572135,0.17136450111865997,0.32085806131362915
29,2025-07-29 03:24:27,,150,100,0.05,0.05,64,8,0.1,10,False,0.2,0.2,2024,,1,1.0,10.0,10,0.22550693154335022,7.025421142578125,0.022263042628765106,6.926430069142953e-05,0.051149532198905945,0.16903020441532135
30,2025-07-29 03:26:59,,150,100,0.05,0.05,64,8,0.1,10,False,0.2,0.2,2024,,1,1.0,10.0,10,0.22133108973503113,8.024856567382812,0.043860841542482376,9.610543929738924e-05,0.052026741206645966,0.17102384567260742
31,2025-07-29 03:29:51,,150,100,0.05,0.05,64,8,0.1,10,False,0.2,0.2,2024,,1,1.0,10.0,10,0.22541847825050354,15.135151863098145,0.1156051829457283,0.0002456059737596661,0.05434722453355789,0.17505770921707153
32,2025-07-29 03:33:05,,150,100,0.05,0.05,64,8,0.1,10,False,0.2,0.2,2024,,1,1.0,10.0,10,0.23017407953739166,13.661049842834473,0.09090792387723923,0.0001960552908712998,0.05104398354887962,0.16933128237724304
33,2025-07-29 03:36:38,,150,100,0.05,0.001,64,8,0.1,1,False,0.2,0.2,2024,,1,1.0,10.0,10,0.2276000678539276,7.323570728302002,0.038609813898801804,0.00023022110690362751,0.11884599924087524,0.2587514817714691
34,2025-07-29 03:39:02,,150,100,0.05,0.05,64,16,0.01,10,False,0.2,0.2,2024,,1,1.0,10.0,10,0.22231584787368774,8.231246948242188,0.034568872302770615,0.000300993473501876,0.13600657880306244,0.27855271100997925
35,2025-07-29 03:41:32,,150,100,0.05,0.05,64,8,0.1,10,False,0.2,0.2,2024,,0.5,1.0,10.0,10,0.22410458326339722,7.893603801727295,0.02682611159980297,7.774627738399431e-05,0.049833960831165314,0.16702178120613098
36,2025-07-29 03:46:47,,150,100,0.001,0.05,64,8,0.1,6,False,0.2,0.2,2024,,0.5,1.0,10.0,10,0.22367893159389496,12.776803970336914,0.11893689632415771,0.0003480561135802418,0.14561791718006134,0.29065582156181335
37,2025-07-29 03:53:16,,150,100,0.05,0.001,64,32,0.01,8,False,0.2,0.2,2024,,0.5,1.0,10.0,10,0.221527561545372,6.677249908447266,0.03945936635136604,0.00022956552857067436,0.2107054740190506,0.35951247811317444
38,2025-07-29 03:54:33,,150,100,0.01,0.05,256,8,0.1,10,False,0.2,0.2,2024,,0.5,1.0,10.0,10,0.22440144419670105,12.257708549499512,0.12097039818763733,0.00032036277116276324,0.15977200865745544,0.3048110008239746
39,2025-07-29 03:56:52,,150,100,0.05,0.05,64,16,0.1,1,False,0.2,0.2,2024,,1,1.0,10.0,10,0.2597084641456604,13766119424.0,970.326904296875,115849.65625,0.18085896968841553,0.32984796166419983
40,2025-07-29 04:00:21,,150,100,0.005,0.05,64,8,0.1,6,False,0.2,0.2,2024,,0.5,1.0,10.0,10,0.21867898106575012,7.076565742492676,0.02817879617214203,0.00015323150728363544,0.1412966102361679,0.28249067068099976
41,2025-07-29 04:02:12,,150,100,0.05,0.05,64,8,0.1,10,False,0.2,0.2,2024,,1,1.0,10.0,10,0.22436495125293732,8.66212272644043,0.0478794239461422,0.00011330191773595288,0.05195782333612442,0.17066548764705658
42,2025-07-29 04:04:33,,150,100,0.05,0.05,64,8,0.1,10,False,0.2,0.2,2024,,1,1.0,10.0,10,0.22155967354774475,10.758735656738281,0.0974426120519638,0.00019099190831184387,0.052216995507478714,0.17177090048789978
43,2025-07-29 04:05:28,,150,100,0.05,0.05,256,8,0.1,10,False,0.2,0.2,2024,,0.5,1.0,10.0,10,0.21921482682228088,4.533232688903809,0.006968629080802202,6.660442886641249e-05,0.07884104549884796,0.2074248045682907
44,2025-07-29 04:12:10,,150,100,0.05,0.001,64,32,0.1,10,False,0.2,0.2,2024,,5,1.0,10.0,10,0.21979455649852753,5.070976257324219,0.017022887244820595,0.00011441257083788514,0.1361551135778427,0.28083232045173645
45,2025-07-29 07:49:14,,150,100,0.001,0.01,64,8,0.2,4,False,0.2,0.2,2024,,1,1.0,10.0,10,0.2245718091726303,15.438460350036621,0.1302318572998047,0.0003339880204293877,0.15013927221298218,0.29494765400886536
46,2025-07-29 09:12:39,,150,100,0.1,0.05,64,8,0.1,10,False,0.2,0.2,2024,,0.5,1.0,10.0,10,0.21946121752262115,8.498054504394531,0.012187318876385689,0.00011400500079616904,0.11223781108856201,0.25492918491363525
47,2025-07-29 11:10:57,,150,100,0.005,0.05,256,16,0.01,10,False,0.2,0.2,2024,,1,1.0,10.0,10,0.22739818692207336,17.958242416381836,0.19873768091201782,0.0007447413518093526,0.217494398355484,0.36393606662750244
48,2025-07-29 12:15:37,,150,100,0.01,0.005,64,32,0.1,6,False,0.2,0.2,2024,,5,1.0,10.0,10,0.20268458127975464,2.7182424068450928,0.04055621102452278,7.833076233509928e-05,0.2321096509695053,0.38343337178230286
49,2025-07-29 12:18:10,,150,100,0.05,0.01,64,8,0.2,8,False,0.2,0.2,2024,,1,1.0,10.0,10,0.2148875594139099,3.6437437534332275,0.0008988985209725797,3.40771657647565e-05,0.05157477408647537,0.17012465000152588
50,2025-07-29 12:20:57,,150,100,0.05,0.1,64,8,0.1,4,False,0.2,0.2,2024,,0.5,1.0,10.0,10,0.26096516847610474,13526685696.0,321.1540832519531,40776.27734375,0.06463807821273804,0.18875014781951904
51,2025-07-29 12:23:55,,150,100,0.05,0.01,64,8,0.2,8,False,0.2,0.2,2024,,1,1.0,10.0,10,0.224724680185318,6.870393753051758,0.03828305006027222,7.945019751787186e-05,0.0552884042263031,0.1762838363647461
52,2025-07-29 12:26:23,,150,100,0.05,0.01,64,8,0.2,8,False,0.2,0.2,2024,,1,1.0,10.0,10,0.22401398420333862,6.221861362457275,0.027093537151813507,6.993154238443822e-05,0.05456438288092613,0.17485521733760834
53,2025-07-29 12:28:40,,150,100,0.05,0.01,64,8,0.2,8,False,0.2,0.2,2024,,1,1.0,10.0,10,0.21059881150722504,2.685188055038452,0.010529691353440285,2.8811677111661993e-05,0.05720659717917442,0.17927740514278412
54,2025-07-29 12:30:39,,150,100,0.1,0.01,64,8,0.2,8,False,0.2,0.2,2024,,1,1.0,10.0,10,0.22257541120052338,8.418996810913086,0.06330911815166473,0.00015401437121909112,0.1193704903125763,0.26714491844177246
55,2025-07-29 12:33:59,,150,100,0.05,0.05,64,8,0.2,10,False,0.2,0.2,2024,,10,1.0,10.0,10,0.2131025195121765,4.353853225708008,0.0026241899468004704,5.775060344603844e-05,0.06192154437303543,0.18359264731407166
56,2025-07-29 12:35:29,,150,100,0.05,0.01,256,8,0.1,10,False,0.2,0.2,2024,,0.1,1.0,10.0,10,0.22423294186592102,5.594226360321045,0.01577785052359104,8.959613478509709e-05,0.07476231455802917,0.20236487686634064
57,2025-07-29 12:40:33,,150,100,0.005,0.05,64,16,0.1,1,False,0.2,0.2,2024,,1,1.0,10.0,10,0.21915984153747559,55.63236618041992,0.28086620569229126,0.004655096679925919,0.21517111361026764,0.365893691778183
58,2025-07-29 12:42:09,,150,100,0.01,0.1,128,8,0.1,10,False,0.2,0.2,2024,,0.1,1.0,10.0,10,0.22566717863082886,17.67918586730957,0.1821145862340927,0.0005458523519337177,0.1521276980638504,0.2962237000465393
59,2025-07-29 12:44:59,,150,100,0.05,0.005,64,8,0.2,8,False,0.2,0.2,2024,,0.1,1.0,10.0,10,0.2110041081905365,2.7124884128570557,0.011103005148470402,2.69817937805783e-05,0.0560065358877182,0.17714540660381317
60,2025-07-29 12:48:33,,150,100,0.05,0.05,64,32,0.01,2,False,0.2,0.2,2024,,1,1.0,10.0,10,0.2589796185493469,14827415552.0,2027.86669921875,136531.8125,0.2168235331773758,0.3665034770965576
61,2025-07-29 12:50:59,,150,100,0.05,0.05,64,8,0.1,10,False,0.2,0.2,2024,,0.1,1.0,10.0,10,0.22252130508422852,8.188665390014648,0.038464564830064774,0.0001023998629534617,0.05047760531306267,0.16850541532039642
62,2025-07-29 12:53:19,,150,100,0.05,0.05,64,8,0.1,10,False,0.2,0.2,2024,,0.1,1.0,10.0,10,0.22833938896656036,18.788970947265625,0.16029903292655945,0.0004969434812664986,0.05310401692986488,0.1731526106595993
63,2025-07-29 12:55:39,,150,100,0.05,0.05,64,8,0.1,10,False,0.2,0.2,2024,,0.1,1.0,10.0,10,0.22214333713054657,14.761519432067871,0.13739481568336487,0.00033950491342693567,0.05699832737445831,0.17987926304340363
64,2025-07-29 12:58:38,,150,100,0.05,0.05,64,8,0.1,10,False,0.2,0.2,2024,,0.1,1.0,10.0,10,0.21683445572853088,8.608335494995117,0.06383597105741501,0.00015128399536479264,0.051398295909166336,0.16978085041046143
65,2025-07-29 13:00:23,,150,100,0.05,0.05,64,8,0.1,10,False,0.2,0.2,2024,,0.1,1.0,10.0,10,0.21361494064331055,3.888981580734253,0.005856162402778864,3.422196095925756e-05,0.05098211020231247,0.16932785511016846
66,2025-07-29 13:03:40,,150,100,0.001,0.05,64,4,0.1,10,False,0.2,0.2,2024,,0.1,1.0,10.0,10,0.23321285843849182,41.190860748291016,0.4348463714122772,0.0009975810535252094,0.16587109863758087,0.32381558418273926
67,2025-07-29 13:05:25,,150,100,0.05,0.05,128,8,0.1,10,False,0.2,0.2,2024,,0.1,1.0,10.0,10,0.20846053957939148,2.357816457748413,0.019271714612841606,2.1019503037678078e-05,0.058030612766742706,0.1777983009815216
68,2025-07-29 13:07:42,,150,100,0.1,0.05,64,8,0.1,10,False,0.2,0.2,2024,,0.1,1.0,10.0,10,0.2594200074672699,11984772096.0,1726.561279296875,64775.32421875,0.11899589002132416,0.26727011799812317
69,2025-07-29 13:10:05,,150,100,0.05,0.05,64,8,0.05,10,False,0.2,0.2,2024,,0.1,1.0,10.0,10,0.2185976505279541,5.112543106079102,0.0030908663757145405,5.656606299453415e-05,0.058704715222120285,0.1799471378326416
70,2025-07-29 13:12:10,,150,100,0.05,0.05,64,8,0.1,10,False,0.2,0.2,2024,,5,1.0,10.0,10,0.21702468395233154,8.294215202331543,0.07844788581132889,0.0001621045230422169,0.05368338152766228,0.17454606294631958
71,2025-07-29 13:14:19,,150,100,0.05,0.05,64,8,0.1,10,False,0.2,0.2,2024,,0.1,1.0,10.0,10,0.22669072449207306,9.235139846801758,0.05661235377192497,0.00012489833170548081,0.051585640758275986,0.1703338474035263
72,2025-07-29 13:16:49,,150,100,0.05,0.05,64,8,0.1,10,False,0.2,0.2,2024,,0.1,1.0,10.0,10,0.23618459701538086,15.994317054748535,0.057129502296447754,0.00013760254660155624,0.0519137866795063,0.1714477688074112
73,2025-07-29 13:19:03,,150,100,0.05,0.05,64,8,0.1,10,False,0.2,0.2,2024,,0.1,1.0,10.0,10,0.22370485961437225,7.769980430603027,0.03325691074132919,8.987159526441246e-05,0.05329716205596924,0.17387636005878448
74,2025-07-29 13:22:24,,150,100,0.05,0.001,64,8,0.1,10,False,0.2,0.2,2024,,0.1,1.0,10.0,10,0.22022807598114014,4.522481441497803,0.008487306535243988,4.215027001919225e-05,0.050730857998132706,0.1690165102481842
75,2025-07-29 13:25:30,,150,100,0.05,0.001,64,8,0.1,10,False,0.2,0.2,2024,,10,1.0,10.0,10,0.22405071556568146,6.069712162017822,0.026699066162109375,5.961419810773805e-05,0.05000438541173935,0.16727523505687714
76,2025-07-29 13:26:25,,150,100,0.05,0.001,256,4,0.1,4,False,0.2,0.2,2024,,10,1.0,10.0,10,0.22420485317707062,5.641860485076904,0.015903852880001068,6.508340447908267e-05,0.05464606732130051,0.17043091356754303
77,2025-07-29 13:29:51,,150,100,0.05,0.001,64,8,0.1,10,False,0.2,0.2,2024,,10,1.0,10.0,10,0.22377482056617737,6.001312255859375,0.025288766250014305,6.0259004385443404e-05,0.051304858177900314,0.16986477375030518
78,2025-07-29 13:35:01,,150,100,0.01,0.001,64,16,0.1,2,False,0.2,0.2,2024,,10,1.0,10.0,10,0.22433051466941833,7.847752094268799,0.05759168043732643,0.00026634716778062284,0.20309732854366302,0.35338303446769714
79,2025-07-29 13:36:45,,150,100,0.05,0.001,128,8,0.05,6,False,0.2,0.2,2024,,10,1.0,10.0,10,0.2242075651884079,6.095616340637207,0.021530555561184883,0.0001035174573189579,0.08803777396678925,0.22002047300338745
80,2025-07-29 13:40:16,,150,100,0.005,0.001,64,8,0.1,10,False,0.2,0.2,2024,,0.5,1.0,10.0,10,0.22386980056762695,10.396815299987793,0.10003148019313812,0.00026099730166606605,0.16540803015232086,0.31134033203125
81,2025-07-29 13:43:32,,150,100,0.05,0.001,64,8,0.1,10,False,0.2,0.2,2024,,10,1.0,10.0,10,0.2257598489522934,7.2360453605651855,0.03740524500608444,7.571228343294933e-05,0.05216338485479355,0.17097531259059906
82,2025-07-29 13:46:51,,150,100,0.05,0.001,64,8,0.1,10,False,0.2,0.2,2024,,10,1.0,10.0,10,0.22249534726142883,5.4848856925964355,0.018551034852862358,5.217199941398576e-05,0.05148877948522568,0.16969576478004456
83,2025-07-29 13:49:48,,150,100,0.05,0.001,64,8,0.1,10,False,0.2,0.2,2024,,10,1.0,10.0,10,0.22260980308055878,5.452260971069336,0.02374071627855301,5.866841456736438e-05,0.05277598649263382,0.17276878654956818
84,2025-07-29 13:52:49,,150,100,0.05,0.001,64,8,0.1,10,False,0.2,0.2,2024,,10,1.0,10.0,10,0.2251347452402115,6.591676235198975,0.031313326209783554,6.838700937805697e-05,0.0507369264960289,0.16862483322620392
85,2025-07-29 14:04:51,,150,100,0.001,0.001,64,32,0.1,1,False,0.2,0.2,2024,,10,1.0,10.0,10,0.2186128795146942,7.537580966949463,0.05128630995750427,0.0002559020649641752,0.26114001870155334,0.41267192363739014
86,2025-07-29 14:07:46,,150,100,0.05,0.001,64,8,0.1,10,False,0.2,0.2,2024,,0.5,1.0,10.0,10,0.22100035846233368,5.2360124588012695,0.019416971132159233,5.5009884817991406e-05,0.05603911727666855,0.17735251784324646
87,2025-07-29 14:10:46,,150,100,0.05,0.001,64,8,0.1,10,False,0.2,0.2,2024,,5,1.0,10.0,10,0.22372135519981384,6.086184501647949,0.024248896166682243,6.026064875186421e-05,0.05175784230232239,0.1709022969007492
88,2025-07-29 14:12:38,,150,100,0.05,0.1,64,8,0.1,10,False,0.2,0.2,2024,,10,1.0,10.0,10,0.2601069211959839,13522056192.0,797.8080444335938,33576.34375,0.05456920713186264,0.1760844886302948
89,2025-07-29 14:14:43,,150,100,0.1,0.005,64,8,0.01,10,False,0.2,0.2,2024,,0.1,1.0,10.0,10,0.22162845730781555,5.812655448913574,0.010605028830468655,0.00014387004193849862,0.14227597415447235,0.28448614478111267
90,2025-07-29 14:17:44,,150,100,0.05,0.001,64,8,0.1,10,False,0.2,0.2,2024,,0.5,1.0,10.0,10,0.21739588677883148,3.8808746337890625,0.0009376375237479806,3.5315028071636334e-05,0.050600744783878326,0.16864441335201263
91,2025-07-29 14:20:28,,150,100,0.05,0.001,64,8,0.1,10,False,0.2,0.2,2024,,0.5,1.0,10.0,10,0.2214401513338089,4.928034782409668,0.016415758058428764,4.994219125364907e-05,0.05195830762386322,0.17103944718837738
92,2025-07-29 14:22:48,,150,100,0.05,0.001,64,8,0.1,10,False,0.2,0.2,2024,,0.5,1.0,10.0,10,0.22525495290756226,6.685963153839111,0.03453737869858742,7.203136919997633e-05,0.05139538273215294,0.17012859880924225
93,2025-07-29 14:25:12,,150,100,0.05,0.001,64,8,0.1,10,False,0.2,0.2,2024,,0.5,1.0,10.0,10,0.222052201628685,5.299355506896973,0.017870698124170303,5.463542402139865e-05,0.052389129996299744,0.17101681232452393
94,2025-07-29 14:26:09,,150,100,0.05,0.001,256,8,0.1,10,False,0.2,0.2,2024,,0.5,1.0,10.0,10,0.22405418753623962,5.968207359313965,0.02039470709860325,9.314063208876178e-05,0.08106198161840439,0.21004265546798706
95,2025-07-29 14:29:06,,150,100,0.05,0.001,64,8,0.1,4,False,0.2,0.2,2024,,0.5,1.0,10.0,10,0.2256525158882141,6.936774730682373,0.030836494639515877,8.841476665111259e-05,0.06674405187368393,0.19241753220558167
96,2025-07-29 14:31:23,,150,100,0.05,0.05,64,16,0.1,10,False,0.2,0.2,2024,,0.1,1.0,10.0,10,0.23295630514621735,494.4984130859375,0.01142845954746008,0.10145946592092514,0.07236369699239731,0.19995766878128052
97,2025-07-29 14:33:40,,150,100,0.05,0.001,64,4,0.1,6,False,0.2,0.2,2024,,10,1.0,10.0,10,0.22319431602954865,5.936255931854248,0.028213530778884888,5.327388862497173e-05,0.042979102581739426,0.15683862566947937
98,2025-07-29 14:37:40,,150,100,0.05,0.001,64,4,0.05,6,False,0.2,0.2,2024,,10,1.0,10.0,10,0.2232835590839386,5.201324939727783,0.014265699312090874,5.173516910872422e-05,0.04878193512558937,0.16456730663776398
99,2025-07-29 14:40:36,,150,100,0.005,0.001,64,4,0.05,6,False,0.2,0.2,2024,,10,1.0,10.0,10,0.2239958494901657,5.546360969543457,0.020613117143511772,0.000114613794721663,0.08729469776153564,0.21438686549663544
0,2025-07-29 18:25:56,,150,100,0.005,0.005,128,4,0.1,2,False,0.2,0.2,2024,,10,1.0,10.0,10,0.13942460715770721,0.2224547415971756,0.0013088072882965207,2.3791510557202855e-06,0.01414165273308754,0.08874786645174026
1,2025-07-29 18:27:45,,150,100,0.01,0.001,256,16,0.01,1,False,0.2,0.2,2024,,0.1,1.0,10.0,10,0.13305002450942993,0.20526179671287537,0.00486179580911994,1.3115067304170225e-05,0.08159839361906052,0.20718994736671448
2,2025-07-29 18:30:49,,150,100,0.1,0.01,128,8,0.05,6,False,0.2,0.2,2024,,0.5,1.0,10.0,10,0.1336183398962021,0.17362041771411896,0.006106382701545954,1.0313870006939396e-05,0.06763281673192978,0.1897856891155243
3,2025-07-29 18:41:27,,150,100,0.001,0.01,256,32,0.05,6,False,0.2,0.2,2024,,10,1.0,10.0,10,0.13118602335453033,0.20202846825122833,0.014802166260778904,1.7647475033299997e-05,0.10840325802564621,0.24358536303043365
4,2025-07-29 18:42:57,,150,100,0.05,0.01,256,8,0.01,4,False,0.2,0.2,2024,,5,1.0,10.0,10,0.13986662030220032,0.2146337926387787,0.0016282196156680584,3.999376076535555e-06,0.02531641535460949,0.1182905063033104
5,2025-07-29 18:45:16,,150,100,0.005,0.01,256,16,0.2,6,False,0.2,0.2,2024,,1,1.0,10.0,10,0.13358081877231598,0.21438252925872803,0.01978880912065506,1.4054867278900929e-05,0.08080907166004181,0.20639637112617493
6,2025-07-29 18:47:00,,150,100,0.01,0.01,256,4,0.2,4,False,0.2,0.2,2024,,5,1.0,10.0,10,0.1332331895828247,0.19413352012634277,0.0002445662394165993,2.088303745040321e-06,0.014708124101161957,0.09116547554731369
7,2025-07-29 18:58:39,,150,100,0.005,0.01,64,16,0.2,2,False,0.2,0.2,2024,,0.5,1.0,10.0,10,0.15049728751182556,0.3128410279750824,0.00933225266635418,1.724085450405255e-05,0.07154039293527603,0.1965608447790146
8,2025-07-29 19:04:45,,150,100,0.005,0.001,256,32,0.1,4,False,0.2,0.2,2024,,5,1.0,10.0,10,0.13210365176200867,0.201047882437706,0.007642214652150869,1.765870547387749e-05,0.11609980463981628,0.2537517845630646
9,2025-07-29 19:26:05,,150,100,0.005,0.01,64,32,0.1,2,False,0.2,0.2,2024,,1,1.0,10.0,10,0.11822015047073364,0.18840201199054718,0.005249199457466602,2.1180938347242773e-05,0.14336299896240234,0.28814414143562317
12,2025-07-29 19:30:49,,150,100,0.01,0.1,128,4,0.2,4,False,0.2,0.2,2024,,10,1.0,10.0,10,0.14415593445301056,0.3025377690792084,0.004220099188387394,3.5275465961603913e-06,0.013991688378155231,0.0897461324930191
13,2025-07-29 19:32:46,,150,100,0.1,0.1,128,4,0.1,2,False,0.2,0.2,2024,,10,1.0,10.0,10,0.13074591755867004,0.2442363053560257,0.008122080005705357,9.77414947556099e-06,0.06428667902946472,0.18651139736175537
14,2025-07-29 19:35:24,,150,100,0.05,0.1,128,4,0.2,1,False,0.2,0.2,2024,,10,1.0,10.0,10,0.14302565157413483,0.45368462800979614,0.011761492118239403,1.0694969205360394e-05,0.02907628007233143,0.1267872154712677
17,2025-07-29 19:40:54,,150,100,0.005,0.1,128,4,0.05,4,False,0.2,0.2,2024,,10,1.0,10.0,10,0.12750059366226196,0.19616374373435974,0.001845672493800521,2.451572072459385e-06,0.014183929190039635,0.08884597569704056
